system,dataset,hp_id,test_acc,mem_bytes,train_s,infer_us_per_sample
F4RMS,Magic Gamma,"{""K"": 10, ""a"": 16, ""bleach"": 1, ""t"": 64}",0.8718016123378899,2738626.6666666665,0.2903249856705467,37.460136967503864
F4RMS,Magic Gamma,"{""K"": 50, ""a"": 16, ""bleach"": 1, ""t"": 64}",0.8769716088328076,13703301.666666666,1.3814187496900558,186.99466929171342
F4RMS,Letter Recognition,"{""K"": 10, ""a"": 8, ""bleach"": 1, ""t"": 16}",0.9327500000000001,1551405.0,0.3698619166777159,183.3757395700862
F4RMS,Letter Recognition,"{""K"": 10, ""a"": 16, ""bleach"": 1, ""t"": 16}",0.9490833333333333,2994003.3333333335,0.24448641665124646,119.33888883019488
F4RMS,Letter Recognition,"{""K"": 10, ""a"": 16, ""bleach"": 1, ""t"": 64}",0.9528333333333334,11181188.333333334,0.9664923056261614,475.03093400155194
F4RMS,Letter Recognition,"{""K"": 50, ""a"": 16, ""bleach"": 1, ""t"": 64}",0.95325,55880928.333333336,4.657062041650836,2368.1504444102757
F4RMS,Letter Recognition,"{""K"": 50, ""a"": 32, ""bleach"": 1, ""t"": 64}",0.9539166666666666,63287388.333333336,3.251904263665589,1390.0039547588676
BTHOWeN,Iris,"{""addressSize"": 12, ""bitsPerInput"": 3, ""numBits"": 128, ""numHashes"": 4}",0.8666666666666666,48.0,0.0007838000077754259,1.5963870100677013
BTHOWeN,Iris,"{""addressSize"": 28, ""bitsPerInput"": 3, ""numBits"": 128, ""numHashes"": 4}",0.8666666666666666,48.0,0.0008169083856046199,1.6733398661017418
BTHOWeN,Iris,"{""addressSize"": 6, ""bitsPerInput"": 3, ""numBits"": 128, ""numHashes"": 4}",0.9266666666666667,96.0,0.001016400009393692,1.8241675570607185
BTHOWeN,Iris,"{""addressSize"": 12, ""bitsPerInput"": 9, ""numBits"": 128, ""numHashes"": 4}",0.9333333333333333,144.0,0.0011345831444486976,2.2966663042704267
BTHOWeN,Iris,"{""addressSize"": 2, ""bitsPerInput"": 3, ""numBits"": 128, ""numHashes"": 1}",0.96,288.0,0.001393237488809973,2.329027047380805
BTHOWeN,Wine,"{""addressSize"": 20, ""bitsPerInput"": 3, ""numBits"": 128, ""numHashes"": 2}",0.47222222222222215,96.0,0.0008684166008606553,2.19977163295779
BTHOWeN,Wine,"{""addressSize"": 12, ""bitsPerInput"": 3, ""numBits"": 128, ""numHashes"": 4}",0.8111111111111111,192.0,0.0014536999864503742,3.0250003975298667
BTHOWeN,Wine,"{""addressSize"": 6, ""bitsPerInput"": 3, ""numBits"": 128, ""numHashes"": 2}",0.9444444444444444,336.0,0.0019453665940091015,3.1189837803443274
BTHOWeN,Wine,"{""addressSize"": 12, ""bitsPerInput"": 9, ""numBits"": 128, ""numHashes"": 4}",0.9555555555555555,480.0,0.0026093333959579467,5.591665912005637
BTHOWeN,Wine,"{""addressSize"": 6, ""bitsPerInput"": 9, ""numBits"": 128, ""numHashes"": 4}",0.961111111111111,960.0,0.004031191766262055,6.662044001536236
BTHOWeN,Wine,"{""addressSize"": 8, ""bitsPerInput"": 6, ""numBits"": 256, ""numHashes"": 2}",0.961111111111111,960.0,0.002103141602128744,3.851849922082491
BTHOWeN,Wine,"{""addressSize"": 4, ""bitsPerInput"": 8, ""numBits"": 256, ""numHashes"": 2}",0.9666666666666668,2496.0,0.004222183604724705,6.470371994914279
BTHOWeN,Breast Cancer,"{""addressSize"": 28, ""bitsPerInput"": 3, ""numBits"": 128, ""numHashes"": 2}",0.6263157894736842,128.0,0.00421744140330702,2.95818624037661
BTHOWeN,Breast Cancer,"{""addressSize"": 20, ""bitsPerInput"": 3, ""numBits"": 128, ""numHashes"": 2}",0.7438596491228071,160.0,0.0047321916092187164,2.937282541799441
BTHOWeN,Breast Cancer,"{""addressSize"": 12, ""bitsPerInput"": 3, ""numBits"": 128, ""numHashes"": 2}",0.8912280701754387,256.0,0.006036466802470386,3.1520453232683634
BTHOWeN,Breast Cancer,"{""addressSize"": 6, ""bitsPerInput"": 3, ""numBits"": 128, ""numHashes"": 2}",0.9491228070175438,480.0,0.00881669162772596,3.926098354879701
BTHOWeN,Breast Cancer,"{""addressSize"": 20, ""bitsPerInput"": 9, ""numBits"": 2048, ""numHashes"": 2}",0.9596491228070176,7168.0,0.008617399982176721,5.164544155265679
