method,dataset,a,t,bleach,acc_mean,mem_mean,train_mean,infer_mean,n_seeds
Random,Letter Recognition,16,4,4,0.7125166666666666,80366.5,0.007111166778486222,2.8729715142011023,30
F4RM,Letter Recognition,20,4,1,0.814675,113519.16666666667,0.007425245883253714,2.9507798404665664,30
Random,Letter Recognition,20,4,1,0.8084333333333333,110017.5,0.00738300276764979,2.917750709457323,30
F4RM,Letter Recognition,20,4,2,0.7653,113519.16666666667,0.007441287499386817,2.951409023565551,30
Random,Letter Recognition,20,4,2,0.762475,110017.5,0.007430223639433583,2.9219152813311666,30
F4RM,Letter Recognition,20,4,3,0.7202666666666668,113519.16666666667,0.007445211103186011,2.9423909766289094,30
Random,Letter Recognition,20,4,3,0.7197833333333333,110017.5,0.007416248666898658,2.9334222364317006,30
F4RM,Letter Recognition,20,4,4,0.6808,113519.16666666667,0.007410456833895296,2.9518593752679103,30
Random,Letter Recognition,20,4,4,0.6827500000000002,110017.5,0.0073975249620464945,2.938127383822575,30
F4RM,Letter Recognition,24,4,1,0.7847249999999999,104316.66666666667,0.006426959900030245,2.3467295434481152,30
Random,Letter Recognition,24,4,1,0.7781833333333332,102746.66666666667,0.006355907007430991,2.327258692821488,30
F4RM,Letter Recognition,24,4,2,0.7118083333333334,104316.66666666667,0.006341093068476767,2.29721250749814,30
Random,Letter Recognition,24,4,2,0.7045166666666667,102746.66666666667,0.006325311062391847,2.2949837002670392,30
F4RM,Letter Recognition,24,4,3,0.647625,104316.66666666667,0.006360344433536132,2.3054420065212375,30
Random,Letter Recognition,24,4,3,0.6429083333333333,102746.66666666667,0.006280677734563748,2.2828924198014042,30
F4RM,Letter Recognition,24,4,4,0.5950416666666667,104316.66666666667,0.00630032498932754,2.3044486064463854,30
Random,Letter Recognition,24,4,4,0.5946166666666667,102746.66666666667,0.006393240353402992,2.3030548725121966,30
F4RM,Letter Recognition,28,4,1,0.7627583333333334,121850.66666666667,0.006590780483869215,2.365193782801119,30
Random,Letter Recognition,28,4,1,0.7638499999999998,120352.0,0.006548762503856173,2.3568850505398586,30
F4RM,Letter Recognition,28,4,2,0.6584000000000001,121850.66666666667,0.006692623676887403,2.4066326402438185,30
Random,Letter Recognition,28,4,2,0.6644416666666665,120352.0,0.006496605471086999,2.35423300958549,30
F4RM,Letter Recognition,28,4,3,0.5788333333333333,121850.66666666667,0.006527144380379468,2.351763192564249,30
Random,Letter Recognition,28,4,3,0.5869583333333334,120352.0,0.006526629261982938,2.3579927006115518,30
F4RM,Letter Recognition,28,4,4,0.5178166666666667,121850.66666666667,0.0065770222262168925,2.3675079855214185,30
Random,Letter Recognition,28,4,4,0.5264416666666667,120352.0,0.006552205455955118,2.365506581069591,30
F4RM,Letter Recognition,32,4,1,0.6733833333333334,94415.66666666667,0.0052264777283805115,1.653188542695716,30
Random,Letter Recognition,32,4,1,0.6744166666666668,93289.16666666667,0.005209813973245521,1.6573260644994054,30
F4RM,Letter Recognition,32,4,2,0.5313666666666667,94415.66666666667,0.005225367995444685,1.645042368909344,30
Random,Letter Recognition,32,4,2,0.5353583333333333,93289.16666666667,0.005201898604476203,1.6455097182188183,30
F4RM,Letter Recognition,32,4,3,0.4436083333333334,94415.66666666667,0.005243108367236952,1.6516325995326042,30
Random,Letter Recognition,32,4,3,0.44850833333333345,93289.16666666667,0.00522965839287887,1.6537038182529311,30
F4RM,Letter Recognition,32,4,4,0.38608333333333333,94415.66666666667,0.005243287472209582,1.6565607860684395,30
Random,Letter Recognition,32,4,4,0.39195833333333335,93289.16666666667,0.005219872226007283,1.646972235175781,30
F4RM,Letter Recognition,48,4,1,0.5110583333333333,114571.83333333333,0.005841398681513965,1.7398867998660232,30
Random,Letter Recognition,48,4,1,0.5134333333333333,114391.66666666667,0.0057482638396322725,1.739015631028451,30
F4RM,Letter Recognition,48,4,2,0.35775833333333334,114571.83333333333,0.005765855502492438,1.7352552172572662,30
Random,Letter Recognition,48,4,2,0.3602166666666666,114391.66666666667,0.005735264035562674,1.7252621454341959,30
F4RM,Letter Recognition,48,4,3,0.2859583333333333,114571.83333333333,0.005740431886321554,1.7358628441191588,30
Random,Letter Recognition,48,4,3,0.28935000000000005,114391.66666666667,0.005748358190370103,1.7318843563164894,30
F4RM,Letter Recognition,48,4,4,0.24481666666666663,114571.83333333333,0.005774579107916604,1.7346951450842123,30
Random,Letter Recognition,48,4,4,0.24642499999999998,114391.66666666667,0.005764891754370183,1.730526735385259,30
F4RM,Letter Recognition,64,4,1,0.2796666666666667,66109.83333333333,0.0041801486629992725,0.9217246474387745,30
Random,Letter Recognition,64,4,1,0.2796666666666667,66109.83333333333,0.004235584731213748,0.9302794894513985,30
F4RM,Letter Recognition,64,4,2,0.18423333333333333,66109.83333333333,0.004253394362361481,0.9329624832995856,30
Random,Letter Recognition,64,4,2,0.18423333333333333,66109.83333333333,0.00419972362772872,0.9267041488783434,30
F4RM,Letter Recognition,64,4,3,0.14828333333333335,66109.83333333333,0.004218436117904882,0.9299173504890254,30
Random,Letter Recognition,64,4,3,0.14828333333333335,66109.83333333333,0.004223088826984167,0.9295576572185382,30
F4RM,Letter Recognition,64,4,4,0.12536666666666668,66109.83333333333,0.004234436119440943,0.9352499560918659,30
Random,Letter Recognition,64,4,4,0.12536666666666668,66109.83333333333,0.004188145790249109,0.9295871384286633,30
F4RM,Letter Recognition,2,8,1,0.212025,29768.0,0.049796665421066186,16.425844792199012,30
Random,Letter Recognition,2,8,1,0.21841666666666665,29220.333333333332,0.04951804309772948,16.452900682149146,30
F4RM,Letter Recognition,2,8,2,0.2518,29768.0,0.049246550099148106,16.431037157114286,30
Random,Letter Recognition,2,8,2,0.25716666666666665,29220.333333333332,0.049148486139408004,16.53033054608386,30
F4RM,Letter Recognition,2,8,3,0.2779,29768.0,0.04949271379349132,16.42187429921857,30
Random,Letter Recognition,2,8,3,0.28539166666666665,29220.333333333332,0.049374095909297464,16.376264240049448,30
F4RM,Letter Recognition,2,8,4,0.30257500000000004,29768.0,0.04946324739915629,16.42749932555792,30
Random,Letter Recognition,2,8,4,0.3083,29220.333333333332,0.04926428323378786,16.374099998696085,30
F4RM,Letter Recognition,4,8,1,0.3902083333333334,41478.833333333336,0.028275259661798675,11.91072779086729,30
Random,Letter Recognition,4,8,1,0.37423333333333336,39159.666666666664,0.028143041732255368,11.687492691756537,30
F4RM,Letter Recognition,4,8,2,0.46461666666666673,41478.833333333336,0.028003701369743794,11.913390964036807,30
Random,Letter Recognition,4,8,2,0.449325,39159.666666666664,0.027975008337913703,11.625116332046067,30
F4RM,Letter Recognition,4,8,3,0.5121333333333333,41478.833333333336,0.028261258375520508,11.931229866847085,30
Random,Letter Recognition,4,8,3,0.49726666666666663,39159.666666666664,0.027923154190648346,11.639940974419005,30
F4RM,Letter Recognition,4,8,4,0.5472999999999999,41478.833333333336,0.028212325065396726,11.909141322636666,30
Random,Letter Recognition,4,8,4,0.5320333333333332,39159.666666666664,0.02810446814013024,11.600236817806339,30
F4RM,Letter Recognition,8,8,1,0.7150583333333335,83833.83333333333,0.017621961003169418,8.411622921509357,30
Random,Letter Recognition,8,8,1,0.6828166666666668,75160.33333333333,0.01758299587915341,8.27894201502204,30
F4RM,Letter Recognition,8,8,2,0.7641416666666667,83833.83333333333,0.017532498622313143,8.361119415106563,30
Random,Letter Recognition,8,8,2,0.7424666666666667,75160.33333333333,0.017542693096523485,8.21556459510854,30
F4RM,Letter Recognition,8,8,3,0.7809500000000003,83833.83333333333,0.017555597102424752,8.588263539907834,30
Random,Letter Recognition,8,8,3,0.7625250000000001,75160.33333333333,0.017420340267320474,8.20548161767268,30
F4RM,Letter Recognition,8,8,4,0.7838666666666667,83833.83333333333,0.01764406115980819,8.453873928131847,30
Random,Letter Recognition,8,8,4,0.7700833333333335,75160.33333333333,0.01753313597291708,8.213142367700735,30
F4RM,Letter Recognition,12,8,1,0.8510583333333333,131948.33333333334,0.014272441520976524,6.774201758283501,30
Random,Letter Recognition,12,8,1,0.8205333333333332,115727.83333333333,0.01420048758542786,6.655494127577792,30
F4RM,Letter Recognition,12,8,2,0.8483833333333333,131948.33333333334,0.014206636099455256,6.768250694343199,30
Random,Letter Recognition,12,8,2,0.8314083333333333,115727.83333333333,0.014192325109615923,6.627876065128173,30
F4RM,Letter Recognition,12,8,3,0.8370666666666665,131948.33333333334,0.014261794501605134,6.823258333800671,30
Random,Letter Recognition,12,8,3,0.8234583333333332,115727.83333333333,0.014136186203298469,6.740597898412186,30
F4RM,Letter Recognition,12,8,4,0.8219166666666667,131948.33333333334,0.014191373557938885,6.780977424932644,30
Random,Letter Recognition,12,8,4,0.8152416666666668,115727.83333333333,0.014154156832955778,6.663577731039065,30
F4RM,Letter Recognition,16,8,1,0.878975,162424.83333333334,0.011867372202686965,5.432745849248022,30
Random,Letter Recognition,16,8,1,0.859575,142905.16666666666,0.011900209662659715,5.350273584675354,30
F4RM,Letter Recognition,16,8,2,0.8544250000000001,162424.83333333334,0.01189482087502256,5.450487484146531,30
Random,Letter Recognition,16,8,2,0.8407583333333334,142905.16666666666,0.01192104306925709,5.352098270668648,30
F4RM,Letter Recognition,16,8,3,0.8288583333333333,162424.83333333334,0.011919627812070151,5.452772562663692,30
Random,Letter Recognition,16,8,3,0.8183500000000002,142905.16666666666,0.011822656953396897,5.378345146891661,30
F4RM,Letter Recognition,16,8,4,0.8028666666666665,162424.83333333334,0.01188447636862596,5.439112133656939,30
Random,Letter Recognition,16,8,4,0.7981750000000002,142905.16666666666,0.011803465231787413,5.351075359309713,30
F4RM,Letter Recognition,20,8,1,0.8786,186316.83333333334,0.011346372228581458,5.003391316859052,30
Random,Letter Recognition,20,8,1,0.8699916666666666,172638.83333333334,0.011357686051633209,4.997552767357168,30
F4RM,Letter Recognition,20,8,2,0.83735,186316.83333333334,0.011334159632679076,5.045712483115494,30
Random,Letter Recognition,20,8,2,0.835675,172638.83333333334,0.011239827726967633,4.968697891066161,30
F4RM,Letter Recognition,20,8,3,0.7996666666666666,186316.83333333334,0.011324242960351208,5.019463525968604,30
Random,Letter Recognition,20,8,3,0.8007166666666667,172638.83333333334,0.011266733333468438,4.957645844357709,30
F4RM,Letter Recognition,20,8,4,0.7656666666666666,186316.83333333334,0.01128362906165421,5.074806956690736,30
Random,Letter Recognition,20,8,4,0.7673249999999999,172638.83333333334,0.011198808311019093,4.949869455109972,30
F4RM,Letter Recognition,24,8,1,0.8664583333333333,198692.66666666666,0.010556070739403367,4.4893468846566975,30
Random,Letter Recognition,24,8,1,0.8626916666666667,188878.83333333334,0.010521863874358436,4.458397950899477,30
F4RM,Letter Recognition,24,8,2,0.8075916666666668,198692.66666666666,0.010547186077261964,4.477638496124807,30
Random,Letter Recognition,24,8,2,0.8081916666666668,188878.83333333334,0.010421975003555416,4.45150071172975,30
F4RM,Letter Recognition,24,8,3,0.7554916666666667,198692.66666666666,0.010502548616689941,4.4936673424672335,30
Random,Letter Recognition,24,8,3,0.7589000000000001,188878.83333333334,0.010466361170013745,4.456876380330262,30
F4RM,Letter Recognition,24,8,4,0.7118666666666666,198692.66666666666,0.01045828047596539,4.483531932540548,30
Random,Letter Recognition,24,8,4,0.7164416666666666,188878.83333333334,0.010500015295110642,4.4628486143968376,30
F4RM,Letter Recognition,28,8,1,0.8453416666666667,193856.16666666666,0.009551513943976412,3.844021491628761,30
Random,Letter Recognition,28,8,1,0.8407500000000001,185750.33333333334,0.009583566644384216,3.8554902877270556,30
F4RM,Letter Recognition,28,8,2,0.7635249999999997,193856.16666666666,0.009485349932219833,3.8375215304161734,30
Random,Letter Recognition,28,8,2,0.7629583333333332,185750.33333333334,0.009463426424190402,3.824944440081405,30
F4RM,Letter Recognition,28,8,3,0.6952666666666666,193856.16666666666,0.009527315300268431,3.86415381799452,30
Random,Letter Recognition,28,8,3,0.6973583333333333,185750.33333333334,0.009474952926393599,3.818752094715213,30
F4RM,Letter Recognition,28,8,4,0.637725,193856.16666666666,0.009564205662657817,3.8800243152460703,30
Random,Letter Recognition,28,8,4,0.6440916666666666,185750.33333333334,0.009503572201356291,3.823014964776424,30
F4RM,Letter Recognition,32,8,1,0.7996083333333335,178717.83333333334,0.008364222183202704,3.1892336749782166,30
Random,Letter Recognition,32,8,1,0.80245,171054.66666666666,0.008366018196102231,3.1811777900050706,30
F4RM,Letter Recognition,32,8,2,0.6819916666666666,178717.83333333334,0.008326223597396164,3.1849444426673776,30
Random,Letter Recognition,32,8,2,0.6958583333333331,171054.66666666666,0.008309697084284078,3.151817365627115,30
F4RM,Letter Recognition,32,8,3,0.5903000000000002,178717.83333333334,0.008392924966756254,3.198514246226599,30
Random,Letter Recognition,32,8,3,0.6131833333333333,171054.66666666666,0.008315888966899365,3.1529812569109104,30
F4RM,Letter Recognition,32,8,4,0.5243833333333333,178717.83333333334,0.008328536106273533,3.175975667545572,30
Random,Letter Recognition,32,8,4,0.5496416666666666,171054.66666666666,0.008316955688254286,3.177267368300818,30
F4RM,Letter Recognition,48,8,1,0.6264333333333334,168899.33333333334,0.007634312562489262,2.556902751287756,30
Random,Letter Recognition,48,8,1,0.6420999999999999,166740.16666666666,0.007604886141295234,2.5577565723021203,30
F4RM,Letter Recognition,48,8,2,0.4497333333333332,168899.33333333334,0.007744116685353219,2.5714892263446623,30
Random,Letter Recognition,48,8,2,0.46439166666666676,166740.16666666666,0.007638567969358216,2.5617541764707616,30
F4RM,Letter Recognition,48,8,3,0.36175,168899.33333333334,0.00763160966259117,2.5545212236465886,30
Random,Letter Recognition,48,8,3,0.3736499999999999,166740.16666666666,0.0076684651702332,2.6676284808975956,30
F4RM,Letter Recognition,48,8,4,0.30802499999999994,168899.33333333334,0.007641255560641488,2.547226041982261,30
Random,Letter Recognition,48,8,4,0.3186083333333334,166740.16666666666,0.007635057007428258,2.546038524208901,30
F4RM,Letter Recognition,64,8,1,0.4127166666666667,127814.0,0.006417227804195136,1.8007656006375328,30
Random,Letter Recognition,64,8,1,0.4223833333333334,127104.0,0.006317994510754943,1.7789673768371965,30
F4RM,Letter Recognition,64,8,2,0.2718916666666667,127814.0,0.006335642895040413,1.7988687410252169,30
Random,Letter Recognition,64,8,2,0.2772083333333333,127104.0,0.006348461141654601,1.7954413109691814,30
F4RM,Letter Recognition,64,8,3,0.21371666666666667,127814.0,0.00638139865671595,1.80171009269543,30
Random,Letter Recognition,64,8,3,0.219125,127104.0,0.006365706926832596,1.7917256850826864,30
F4RM,Letter Recognition,64,8,4,0.17744166666666672,127814.0,0.006364751417034616,1.8062861015399296,30
Random,Letter Recognition,64,8,4,0.182975,127104.0,0.006372944498434663,1.8040437552069004,30
F4RM,Letter Recognition,2,16,1,0.2718,58197.5,0.09618111396363625,32.43478819107016,30
Random,Letter Recognition,2,16,1,0.2866,57507.166666666664,0.09656221534047897,32.511682292291276,30
F4RM,Letter Recognition,2,16,2,0.3260416666666666,58197.5,0.09690108615128944,32.57701878222482,30
Random,Letter Recognition,2,16,2,0.34315833333333334,57507.166666666664,0.09593421113289272,32.37315765096961,30
F4RM,Letter Recognition,2,16,3,0.36244166666666666,58197.5,0.0964751734980382,32.55001111053085,30
Random,Letter Recognition,2,16,3,0.38042499999999996,57507.166666666664,0.09637590553999568,32.50947952037677,30
F4RM,Letter Recognition,2,16,4,0.39323333333333327,58197.5,0.09695294450890894,32.410153484670445,30
Random,Letter Recognition,2,16,4,0.41483333333333333,57507.166666666664,0.09580883325931305,32.39298226738659,30
F4RM,Letter Recognition,4,16,1,0.5026166666666667,78695.33333333333,0.053743343028084686,23.27058019291144,30
Random,Letter Recognition,4,16,1,0.5081333333333333,74227.16666666667,0.05359454737432922,22.73472809562615,30
F4RM,Letter Recognition,4,16,2,0.58485,78695.33333333333,0.053851749930375566,23.29423194169067,30
Random,Letter Recognition,4,16,2,0.590375,74227.16666666667,0.053903502753625314,22.73076217485747,30
F4RM,Letter Recognition,4,16,3,0.6268833333333333,78695.33333333333,0.05372159860174482,23.310177074745297,30
Random,Letter Recognition,4,16,3,0.6358083333333333,74227.16666666667,0.053436604231440775,22.737602817748364,30
F4RM,Letter Recognition,4,16,4,0.6568583333333334,78695.33333333333,0.05353220682979251,23.359356623647425,30
Random,Letter Recognition,4,16,4,0.6641916666666667,74227.16666666667,0.05327091116923839,22.578111453913152,30
F4RM,Letter Recognition,8,16,1,0.8140000000000001,154310.83333333334,0.03269606539979577,16.4849409852953,30
Random,Letter Recognition,8,16,1,0.7919249999999999,134543.5,0.03250220410603409,15.91519754147157,30
F4RM,Letter Recognition,8,16,2,0.8385416666666666,154310.83333333334,0.03258373340747009,16.314904525643215,30
Random,Letter Recognition,8,16,2,0.8257916666666668,134543.5,0.03250663476840903,16.034294425238233,30
F4RM,Letter Recognition,8,16,3,0.8414249999999999,154310.83333333334,0.032850490394048394,16.38322048529517,30
Random,Letter Recognition,8,16,3,0.8339333333333333,134543.5,0.032401969264416644,15.900931597570889,30
F4RM,Letter Recognition,8,16,4,0.8380499999999999,154310.83333333334,0.03294456246464203,16.386424665688537,30
Random,Letter Recognition,8,16,4,0.8333499999999999,134543.5,0.032545122244240096,16.1578007042408,30
F4RM,Letter Recognition,12,16,1,0.902375,242039.5,0.026091861100091287,13.262544466609446,30
Random,Letter Recognition,12,16,1,0.8815166666666667,205509.33333333334,0.025951991571734348,12.932942374027334,30
F4RM,Letter Recognition,12,16,2,0.8930416666666667,242039.5,0.025954655596675973,13.307316310238093,30
Random,Letter Recognition,12,16,2,0.8815166666666667,205509.33333333334,0.025776065269019453,12.927633675280958,30
F4RM,Letter Recognition,12,16,3,0.8788166666666666,242039.5,0.026077862503007053,13.228054491143363,30
Random,Letter Recognition,12,16,3,0.8709749999999999,205509.33333333334,0.025832202832680194,12.871502083726227,30
F4RM,Letter Recognition,12,16,4,0.8648083333333333,242039.5,0.02608787490365406,13.284619093368141,30
Random,Letter Recognition,12,16,4,0.8584916666666665,205509.33333333334,0.025859575105520585,12.902916666159095,30
F4RM,Letter Recognition,16,16,1,0.9180833333333334,299162.8333333333,0.021532304064991573,10.672497231280431,30
Random,Letter Recognition,16,16,1,0.9047416666666667,249848.5,0.021180043066851794,10.321862488247765,30
F4RM,Letter Recognition,16,16,2,0.8971250000000001,299162.8333333333,0.021487382034926363,10.656236787326634,30
Random,Letter Recognition,16,16,2,0.8878499999999999,249848.5,0.021529802695537607,10.495829183491878,30
F4RM,Letter Recognition,16,16,3,0.8751833333333333,299162.8333333333,0.021461590204853564,10.732674278551713,30
Random,Letter Recognition,16,16,3,0.8689333333333332,249848.5,0.021276648466785748,10.353567681158893,30
F4RM,Letter Recognition,16,16,4,0.8566583333333335,299162.8333333333,0.021452361174548667,10.649085741412515,30
Random,Letter Recognition,16,16,4,0.8519083333333334,249848.5,0.02125661673489958,10.386814235243946,30
F4RM,Letter Recognition,20,16,1,0.9170583333333334,324255.6666666667,0.019088531956852724,9.200402447216524,30
Random,Letter Recognition,20,16,1,0.9106583333333333,289267.0,0.01916056660314401,9.035001730080694,30
F4RM,Letter Recognition,20,16,2,0.8868083333333333,324255.6666666667,0.019024183364429823,9.138828491753278,30
Random,Letter Recognition,20,16,2,0.8829666666666667,289267.0,0.019005987525451927,8.995035388700975,30
F4RM,Letter Recognition,20,16,3,0.8562000000000001,324255.6666666667,0.019087454113954058,9.193799658290422,30
Random,Letter Recognition,20,16,3,0.8551000000000001,289267.0,0.018987793033011256,9.018059027342437,30
F4RM,Letter Recognition,20,16,4,0.8282083333333335,324255.6666666667,0.01925987219437957,9.214278462847384,30
Random,Letter Recognition,20,16,4,0.8285250000000002,289267.0,0.018924813865063093,8.99180969960677,30
F4RM,Letter Recognition,24,16,1,0.9107916666666666,339724.5,0.017365786138301094,8.06043055296565,30
Random,Letter Recognition,24,16,1,0.9077000000000001,311547.5,0.017332102761914332,7.97817606847578,30
F4RM,Letter Recognition,24,16,2,0.8670666666666667,339724.5,0.01751758186146617,8.152254144079052,30
Random,Letter Recognition,24,16,2,0.8677833333333332,311547.5,0.017304600068988898,7.939383349730633,30
F4RM,Letter Recognition,24,16,3,0.8265916666666667,339724.5,0.017443298548460006,8.077117348633086,30
Random,Letter Recognition,24,16,3,0.8307249999999999,311547.5,0.017444465258934845,7.975029167331134,30
F4RM,Letter Recognition,24,16,4,0.789925,339724.5,0.01734554160308714,8.056899983785115,30
Random,Letter Recognition,24,16,4,0.7957416666666666,311547.5,0.017384747237277526,8.0274024590229,30
F4RM,Letter Recognition,28,16,1,0.9023833333333332,362470.3333333333,0.01681903045779715,7.575432632196073,30
Random,Letter Recognition,28,16,1,0.9004666666666666,340453.6666666667,0.016804504196625204,7.457909044266368,30
F4RM,Letter Recognition,28,16,2,0.8435333333333332,362470.3333333333,0.01697220844216645,7.553843057636793,30
Random,Letter Recognition,28,16,2,0.8467999999999999,340453.6666666667,0.016827795883485427,7.464740615493308,30
F4RM,Letter Recognition,28,16,3,0.7900000000000001,362470.3333333333,0.016904595874560377,7.560010062297806,30
Random,Letter Recognition,28,16,3,0.7978499999999998,340453.6666666667,0.01693088753381744,7.5385541752136005,30
F4RM,Letter Recognition,28,16,4,0.7434666666666666,362470.3333333333,0.016864381924582023,7.5689392096440615,30
Random,Letter Recognition,28,16,4,0.754925,340453.6666666667,0.01684425410348922,7.509566302178428,30
F4RM,Letter Recognition,32,16,1,0.8797916666666666,332332.0,0.014546662545762956,6.205766667456676,30
Random,Letter Recognition,32,16,1,0.881675,310699.5,0.014565819303970783,6.151080541894771,30
F4RM,Letter Recognition,32,16,2,0.7987249999999999,332332.0,0.014690190262626857,6.2786368051699055,30
Random,Letter Recognition,32,16,2,0.8101166666666667,310699.5,0.014483901439234614,6.159182289654079,30
F4RM,Letter Recognition,32,16,3,0.7273416666666667,332332.0,0.01460818046471104,6.251062822411768,30
Random,Letter Recognition,32,16,3,0.7456833333333336,310699.5,0.014534673653542995,6.1533291765954345,30
F4RM,Letter Recognition,32,16,4,0.6675166666666669,332332.0,0.014528850089603414,6.222185424606626,30
Random,Letter Recognition,32,16,4,0.6923833333333334,310699.5,0.014575354168967655,6.150259741116315,30
F4RM,Letter Recognition,48,16,1,0.7672916666666668,324430.0,0.013615955443431934,5.033758305944502,30
Random,Letter Recognition,48,16,1,0.7851,314743.1666666667,0.013217493096211305,4.983653099043295,30
F4RM,Letter Recognition,48,16,2,0.5968833333333333,324430.0,0.013276270873999844,5.034224307746626,30
Random,Letter Recognition,48,16,2,0.624525,314743.1666666667,0.013592129247263074,5.025381957724069,30
F4RM,Letter Recognition,48,16,3,0.492325,324430.0,0.013267782039474697,5.0335701448299615,30
Random,Letter Recognition,48,16,3,0.521725,314743.1666666667,0.013242169539444149,4.999589594081044,30
F4RM,Letter Recognition,48,16,4,0.4256416666666667,324430.0,0.013453751402751853,5.013131609302945,30
Random,Letter Recognition,48,16,4,0.4521083333333333,314743.1666666667,0.013293477857951074,5.045520811108872,30
F4RM,Letter Recognition,64,16,1,0.5789666666666665,245944.0,0.010747934676085908,3.5052899339158707,30
Random,Letter Recognition,64,16,1,0.6078083333333333,241336.83333333334,0.010701345966663212,3.495780565814736,30
F4RM,Letter Recognition,64,16,2,0.3943083333333333,245944.0,0.01075886383575077,3.508082306749808,30
Random,Letter Recognition,64,16,2,0.41769166666666663,241336.83333333334,0.010770305471184353,3.5096746762671196,30
F4RM,Letter Recognition,64,16,3,0.3103833333333333,245944.0,0.01073886656279986,3.5120479054360962,30
Random,Letter Recognition,64,16,3,0.33155833333333334,241336.83333333334,0.01068518190489461,3.50253993140844,30
F4RM,Letter Recognition,64,16,4,0.26275000000000004,245944.0,0.01073346110448862,3.4973916665573292,30
Random,Letter Recognition,64,16,4,0.28079166666666666,241336.83333333334,0.010777961175578336,3.514038231999924,30
F4RM,Letter Recognition,2,32,1,0.32388333333333336,114469.0,0.19133903882854308,64.88980727250843,30
Random,Letter Recognition,2,32,1,0.3737166666666667,113020.66666666667,0.190169525006786,64.39474548678845,30
F4RM,Letter Recognition,2,32,2,0.38890833333333336,114469.0,0.19097529299324378,64.73678504989948,30
Random,Letter Recognition,2,32,2,0.4447333333333333,113020.66666666667,0.1899845457985066,64.35745350221016,30
F4RM,Letter Recognition,2,32,3,0.4315833333333333,114469.0,0.1901783054966169,64.57920414783682,30
Random,Letter Recognition,2,32,3,0.490975,113020.66666666667,0.1909392654003265,64.22950972240263,30
F4RM,Letter Recognition,2,32,4,0.4650416666666667,114469.0,0.19117986114385227,64.47646041730574,30
Random,Letter Recognition,2,32,4,0.527625,113020.66666666667,0.19058684864624714,64.22165764767367,30
F4RM,Letter Recognition,4,32,1,0.5988249999999999,153306.66666666666,0.10476211822048451,45.9377534474091,30
Random,Letter Recognition,4,32,1,0.6341,144127.83333333334,0.10500282517168671,44.785359390274,30
F4RM,Letter Recognition,4,32,2,0.673625,153306.66666666666,0.10584969297439481,45.8387868052038,30
Random,Letter Recognition,4,32,2,0.70685,144127.83333333334,0.10393359853187575,44.62920626586614,30
F4RM,Letter Recognition,4,32,3,0.7091749999999999,153306.66666666666,0.10510035127323741,46.06267015236275,30
Random,Letter Recognition,4,32,3,0.7394083333333333,144127.83333333334,0.10451404999087875,44.76333748413405,30
F4RM,Letter Recognition,4,32,4,0.7288083333333335,153306.66666666666,0.1048497861988532,46.04305555985775,30
Random,Letter Recognition,4,32,4,0.7574833333333335,144127.83333333334,0.10494364851620049,44.85337153212944,30
F4RM,Letter Recognition,8,32,1,0.8663750000000001,293776.1666666667,0.0631362209096551,32.33290418284014,30
Random,Letter Recognition,8,32,1,0.8637250000000001,256862.16666666666,0.06223767230209584,31.41006215688928,30
F4RM,Letter Recognition,8,32,2,0.8751583333333333,293776.1666666667,0.06281644861834744,32.25529686897062,30
Random,Letter Recognition,8,32,2,0.8760916666666666,256862.16666666666,0.062393825124793995,31.54035172483418,30
F4RM,Letter Recognition,8,32,3,0.870175,293776.1666666667,0.06308292645262555,32.22565346804913,30
Random,Letter Recognition,8,32,3,0.8723666666666665,256862.16666666666,0.062372619519010186,31.44195345036375,30
F4RM,Letter Recognition,8,32,4,0.8630750000000001,293776.1666666667,0.06292528334694604,32.2469079925213,30
Random,Letter Recognition,8,32,4,0.8668083333333334,256862.16666666666,0.062421619391534476,31.415912150987424,30
F4RM,Letter Recognition,12,32,1,0.9262083333333332,450046.1666666667,0.048863266629632564,25.541749673235852,30
Random,Letter Recognition,12,32,1,0.9160416666666666,379594.1666666667,0.048232277692295614,24.840007991103146,30
F4RM,Letter Recognition,12,32,2,0.9131083333333334,450046.1666666667,0.04882167782246446,25.614813865589287,30
Random,Letter Recognition,12,32,2,0.9052583333333334,379594.1666666667,0.04801099166506902,24.824954173527658,30
F4RM,Letter Recognition,12,32,3,0.8989999999999999,450046.1666666667,0.048735408151211836,25.54602188465651,30
Random,Letter Recognition,12,32,3,0.8926833333333334,379594.1666666667,0.048395663938329864,24.84360553789884,30
F4RM,Letter Recognition,12,32,4,0.8862583333333334,450046.1666666667,0.04865735558172067,25.52070312667638,30
Random,Letter Recognition,12,32,4,0.8799916666666667,379594.1666666667,0.04825919871218502,24.853620132974658,30
F4RM,Letter Recognition,16,32,1,0.9370750000000001,569724.3333333334,0.04032728196665024,21.049625709808122,30
Random,Letter Recognition,16,32,1,0.9299249999999998,472651.3333333333,0.039840216612598546,20.387538889190182,30
F4RM,Letter Recognition,16,32,2,0.9172416666666666,569724.3333333334,0.04041224860896667,20.9960451417525,30
Random,Letter Recognition,16,32,2,0.9122583333333334,472651.3333333333,0.04003361675034588,20.36205865830804,30
F4RM,Letter Recognition,16,32,3,0.8988333333333333,569724.3333333334,0.040188281936571,20.98294791552083,30
Random,Letter Recognition,16,32,3,0.8954749999999998,472651.3333333333,0.04000337772692243,20.497001033315126,30
